大カテゴリ,中カテゴリ,小カテゴリ,メーカ,品名,モデル,型番,URL,最小波長,最大波長,平均出力,最大出力,時間幅,パルス幅,繰り返し周波数,繰り返し率,加工,通信,分光・計測,イメージング,デモ機貸出し
光ファイバ素線 / 光ファイバパッチコード,ダブルクラッドファイバ,SMファイバ,iXBlue SAS,Er添加 ダブルクラッドマルチコアファイバ,,,https://www.sevensix.co.jp/products/er_dcmfiber_ixblue/,,,,,,,,,,,,,
光ファイバ素線 / 光ファイバパッチコード,ダブルクラッドファイバ,SMファイバ,Coractive.,光パッシブファイバ ダブルクラッド SMファイバ,,,https://www.sevensix.co.jp/products/double_sm_coractive/,,,,,,,,,,,,,
光ファイバ素線 / 光ファイバパッチコード,ダブルクラッドファイバ,PMファイバ,Coractive.,光パッシブファイバ ダブルクラッド PMファイバ,,,https://www.sevensix.co.jp/products/double_pm_coractive/,,,,,,,,,,,,,
光ファイバ素線 / 光ファイバパッチコード,フォトニック結晶ファイバ,SMファイバ,NKT Photonics A/S,ラージモードエリアフォトニック結晶ファイバ /SMF,,,https://www.sevensix.co.jp/products/lma_sm_nktp/,,,,,,,,,,,,,
光ファイバ素線 / 光ファイバパッチコード,フォトニック結晶ファイバ,SMファイバ,NKT Photonics A/S,中空コア フォトニックバンドギャップファイバ,,,https://www.sevensix.co.jp/products/hc_nktp/,,,,,,,,,,,,,
光ファイバ素線 / 光ファイバパッチコード,フォトニック結晶ファイバ,PMファイバ,NKT Photonics A/S,ラージモードエリアフォトニック結晶ファイバ /PMF,,,https://www.sevensix.co.jp/products/lma_pm_nktp/,,,,,,,,,,,,,
光ファイバ素線 / 光ファイバパッチコード,フォトニック結晶ファイバ,PMファイバ,NKT Photonics A/S,Yb添加 ダブルクラッドフォトニック結晶ファイバ,,,https://www.sevensix.co.jp/products/yb_dcpcfiber_nktp/,,,,,,,,,,,,,
光ファイバ素線 / 光ファイバパッチコード,フォトニック結晶ファイバ,PMファイバ,NKT Photonics A/S,高非線形フォトニック結晶ファイバ,,,https://www.sevensix.co.jp/products/hnpcfiber_nktp/,,,,,,,,,,,,,
光ファイバ素線 / 光ファイバパッチコード,フォトニック結晶ファイバ,PMファイバ,NKT Photonics A/S,Tm添加ダブルクラッドフォトニック結晶ファイバ,,,https://www.sevensix.co.jp/products/nkt_tm_fiber/,,,,,,,,,,,,,
光ファイバ素線 / 光ファイバパッチコード,光ファイバパッチコード,SMファイバパッチコード,Optizone Technology Limited,シングルモードパッチコード,,,https://www.sevensix.co.jp/products/smp_optizone/,,,,,,,,,,,,,
光ファイバ素線 / 光ファイバパッチコード,光ファイバパッチコード,PMファイバパッチコード,Optizone Technology Limited,偏波保持パッチコード,,,https://www.sevensix.co.jp/products/optizone_pmpatchcode/,,,,,,,,,,,,,
光ファイバ素線 / 光ファイバパッチコード,光ファイバパッチコード,MMファイバパッチコード,3Coptics,光ファイバパッチコード 1芯 (Simplex) / 2芯 (Duplex),,,https://www.sevensix.co.jp/products/3coptics_patchcode/,,,,,,,,,,,,,
光ファイバ素線 / 光ファイバパッチコード,光ファイバパッチコード,PCFパッチコード,NKT Photonics A/S,aeroGUIDE ラージモードエリアフォトニック結晶ファイバパッチコード,,,https://www.sevensix.co.jp/products/aeroguide_nktp/,,,,,,,,,,,,,
光ファイバ部品,光ファイバ部品の主要ラインナップ,,Optizone Technology Limited,光ファイバ部品の主要ラインナップ,,,https://www.sevensix.co.jp/products/opticalcomponent/,,,,,,,,,,,,,
光ファイバ部品,WDMカプラ,,KS Photonics Inc.,マルチコアファイバカプラ,,,https://www.sevensix.co.jp/products/multicore-fibercoupler_ks-photonics/,,,,,,,,,,,,,
光ファイバ部品,WDMカプラ,,Optizone Technology Limited,偏波保持WDMフィルタ型カプラ,,,https://www.sevensix.co.jp/products/pm_wdmfiltertc_optizone/,,,,,,,,,,,,,
光ファイバ部品,WDMカプラ,,Optizone Technology Limited,シングルモードWDMフィルタ型カプラ,,,https://www.sevensix.co.jp/products/sm_wdmfiltertc_optizone/,,,,,,,,,,,,,
光ファイバ部品,WDMカプラ,,Optizone Technology Limited,マルチモードWDMフィルタ型カプラ,,,https://www.sevensix.co.jp/products/m_wdmfiltertc_optizone/,,,,,,,,,,,,,
光ファイバ部品,WDMカプラ,,Dicon Fiberoptics Inc.,CWDMフィルタ型カプラ,,,https://www.sevensix.co.jp/products/cwdm_tc_dicon/,,,,,,,,,,,,,
光ファイバ部品,WDMカプラ,,Dicon Fiberoptics Inc.,WDMフィルタ型カプラ,,,https://www.sevensix.co.jp/products/wdm_tc_dicon/,,,,,,,,,,,,,
光ファイバ部品,光ファイバアイソレータ,SMアイソレータ,Optizone Technology Limited,広帯域シングルモードアイソレータ,,,https://www.sevensix.co.jp/products/wsm_isolator_optizone/,,,,,,,,,,,,,
光ファイバ部品,光ファイバアイソレータ,SMアイソレータ,Optizone Technology Limited,高出力シングルモードアイソレータ,,,https://www.sevensix.co.jp/products/hpsm_isolator_optizone/,,,,,,,,,,,,,
光ファイバ部品,光ファイバアイソレータ,SMアイソレータ,Optizone Technology Limited,フリースペースアイソレータ,,,https://www.sevensix.co.jp/products/fs_isolator_optizone/,,,,,,,,,,,,,
光ファイバ部品,光ファイバアイソレータ,SMアイソレータ,Optizone Technology Limited,シングルモードアイソレータ,,,https://www.sevensix.co.jp/products/sm_isolator_optizone/,,,,,,,,,,,,,
光ファイバ部品,光ファイバアイソレータ,PMアイソレータ,Optizone Technology Limited,高出力偏波保持アイソレータ,,,https://www.sevensix.co.jp/products/hppm_isolator_optizone/,,,,,,,,,,,,,
光ファイバ部品,光ファイバアイソレータ,PMアイソレータ,Optizone Technology Limited,高出力 偏波保持 バンドパスフィルタ / アイソレータ ハイブリッド,,,https://www.sevensix.co.jp/products/hopmb_fi_hybrid_optizone/,,,,,,,,,,,,,
光ファイバ部品,光ファイバアイソレータ,PMアイソレータ,Optizone Technology Limited,偏波保持アイソレータコンバイナ / スプリッタ,,,https://www.sevensix.co.jp/products/pmic_splitter_optizone/,,,,,,,,,,,,,
光ファイバ部品,光ファイバアイソレータ,PMアイソレータ,Optizone Technology Limited,偏波保持タップアイソレータ,,,https://www.sevensix.co.jp/products/pmt_isolator_optizone/,,,,,,,,,,,,,
光ファイバ部品,光ファイバアイソレータ,PMアイソレータ,Optizone Technology Limited,偏波保持アイソレータ,,,https://www.sevensix.co.jp/products/pm_isolator_optizone/,,,,,,,,,,,,,
光ファイバ部品,光ファイバアイソレータ,PMアイソレータ,Optizone Technology Limited,偏波無依存タップアイソレータ,,,https://www.sevensix.co.jp/products/pit_isolator_optizone/,,,,,,,,,,,,,
光ファイバ部品,光ファイバアイソレータ,PMアイソレータ,Optizone Technology Limited,マルチモードアイソレータ,,,https://www.sevensix.co.jp/products/misolator_optizone/,,,,,,,,,,,,,
光ファイバ部品,光ファイバアイソレータ,コリメータ付きアイソレータ,Optizone Technology Limited,高出力偏波保持空間出力型アイソレータ,,,https://www.sevensix.co.jp/products/hpsms_oisolator_optizone/,,,,,,,,,,,,,
光ファイバ部品,光ファイバアイソレータ,コリメータ付きアイソレータ,Optizone Technology Limited,高出力偏波無依存空間出力型アイソレータ,,,https://www.sevensix.co.jp/products/hppis_oisolator_optizone/,,,,,,,,,,,,,
光ファイバ部品,光ファイバアイソレータ,WDM付きアイソレータ,Optizone Technology Limited,アイソレータ / フィルタ WDMハイブリッド,,,https://www.sevensix.co.jp/products/iso_wdmhybrid_optizone/,,,,,,,,,,,,,
光ファイバ部品,光ファイバアイソレータ,WDM付きアイソレータ,Optizone Technology Limited,偏波保持アイソレータ / WDMハイブリッド,,,https://www.sevensix.co.jp/products/pmi_wdmhybrid_optizone/,,,,,,,,,,,,,
光ファイバ部品,高出力伝送用ファイバ,,Optizone Technology Limited,ハイパワーアッセンブリ,,,https://www.sevensix.co.jp/products/hpa_optizone/,,,,,,,,,,,,,
光ファイバ部品,高出力伝送用ファイバ,,Optizone Technology Limited,高出力レーザー用 光ファイバケーブル,,,https://www.sevensix.co.jp/products/highpower-opticalcable_optizone/,,,,,,,,,,,,,
光ファイバ部品,FBG,,ITF Technologies Inc.,FBGポンプロッカー,,,https://www.sevensix.co.jp/products/fbg_pr_itf/,,,,,,,,,,,,,
光ファイバ部品,FBG,,ITF Technologies Inc.,FBGセンサー シングル,,,https://www.sevensix.co.jp/products/fbg_ss_itf/,,,,,,,,,,,,,
光ファイバ部品,FBG,,ITF Technologies Inc.,FBGセンサー アレイ,,,https://www.sevensix.co.jp/products/fbg_sa_itf/,,,,,,,,,,,,,
光ファイバ部品,光ファイバカプラ,フィルタカプラ *Tapカプラ含む,Optizone Technology Limited,光ファイバカプラ (タップ) シングルモード,,,https://www.sevensix.co.jp/products/focsm_optizone/,,,,,,,,,,,,,
光ファイバ部品,光ファイバカプラ,フィルタカプラ *Tapカプラ含む,Optizone Technology Limited,シングルモードフィルタカプラ 1064nm,,,https://www.sevensix.co.jp/products/sm_fc_optizone/,1064 nm,,,,,,,,,,,,
光ファイバ部品,光ファイバカプラ,フィルタカプラ *Tapカプラ含む,Optizone Technology Limited,偏波保持フィルタカプラモジュール,,,https://www.sevensix.co.jp/products/pm_fcm_optizone/,,,,,,,,,,,,,
光ファイバ部品,光ファイバカプラ,フィルタカプラ *Tapカプラ含む,Optizone Technology Limited,偏波保持フィルタカプラ,,,https://www.sevensix.co.jp/products/pmfc_optizone/,,,,,,,,,,,,,
光ファイバ部品,光ファイバカプラ,フューズドカプラ(溶融延伸型),Optizone Technology Limited,マルチモードフューズドカプラ,,,https://www.sevensix.co.jp/products/mfc_optizone/,,,,,,,,,,,,,
光ファイバ部品,光ファイバカプラ,フューズドカプラ(溶融延伸型),Optizone Technology Limited,偏波保持フューズドカプラ,,,https://www.sevensix.co.jp/products/pmfc_optizone-2/,,,,,,,,,,,,,
光ファイバ部品,光ファイバカプラ,フューズドカプラ(溶融延伸型),Optizone Technology Limited,シングルモードフューズドカプラ 980nm,,,https://www.sevensix.co.jp/products/smfc_optizone/,980 nm,,,,,,,,,,,,
光ファイバ部品,光ファイバカプラ,フューズドカプラ(溶融延伸型),Optizone Technology Limited,シングルモードツリーカプラ,,,https://www.sevensix.co.jp/products/%e3%82%b7%e3%83%b3%e3%82%b0%e3%83%ab%e3%83%a2%e3%83%bc%e3%83%89%e3%83%84%e3%83%aa%e3%83%bc%e3%82%ab%e3%83%97%e3%83%a9-optizone///,,,,,,,,,,,,,
光ファイバ部品,光ファイバカプラ,フューズドカプラ(溶融延伸型),Optizone Technology Limited,シングルモードワイドバンドモノリシックカプラ,,,https://www.sevensix.co.jp/products/%e3%82%b7%e3%83%b3%e3%82%b0%e3%83%ab%e3%83%a2%e3%83%bc%e3%83%89%e3%83%af%e3%82%a4%e3%83%89%e3%83%90%e3%83%b3%e3%83%89%e3%83%a2%e3%83%8e%e3%83%aa%e3%82%b7%e3%83%83%e3%82%af%e3%82%ab%e3%83%97%e3%83%a9/,,,,,,,,,,,,,
光ファイバ部品,光ファイバカプラ,分岐比可変カプラ(マニュアル・オート),KS Photonics Inc.,分岐比可変カプラ：手動 / 自動 設定型,,,https://www.sevensix.co.jp/products/vbrc_mast_ksp/,,,,,,,,,,,,,
光ファイバ部品,光サーキュレータ,SMサーキュレータ,Optizone Technology Limited,シングルモードサーキュレータ,,,https://www.sevensix.co.jp/products/smc_optizone/,,,,,,,,,,,,,
光ファイバ部品,光サーキュレータ,SMサーキュレータ,Agiltron Inc.,光サーキュレータ 波長: 1310 / 1550nm 出力: 5W,,,https://www.sevensix.co.jp/products/occl_agilitron/,1550 nm,,5 W,,,,,,,,,,
光ファイバ部品,光サーキュレータ,PMサーキュレータ,Agiltron Inc.,光サーキュレータ 波長: 850 ~ 1060nm 出力: 20W,,,https://www.sevensix.co.jp/products/oc_agilitron/,850–1060 nm,,20 W,,,,,,,,,,
光ファイバ部品,光サーキュレータ,PMサーキュレータ,Optizone Technology Limited,偏波保持光サーキュレータ,,,https://www.sevensix.co.jp/products/pmoc_optizone/,,,,,,,,,,,,,
光ファイバ部品,光コリメータ,SMコリメータ,Optizone Technology Limited,シングルモード光コリメータ,,,https://www.sevensix.co.jp/products/smoc_optizone/,,,,,,,,,,,,,
光ファイバ部品,光コリメータ,PMコリメータ,Optizone Technology Limited,偏波保持光コリメータ,,,https://www.sevensix.co.jp/products/pmocl_optizone/,,,,,,,,,,,,,
光ファイバ部品,光コリメータ,MMコリメータ,Optizone Technology Limited,マルチモード光コリメータ,,,https://www.sevensix.co.jp/products/moc_optizone/,,,,,,,,,,,,,
光ファイバ部品,光コンバイナ/スプリッタ,ポンプコンバイナ,Optizone Technology Limited,ポンプシグナルコンバイナ,,,https://www.sevensix.co.jp/products/pompcombiner_optizone/,,,,,,,,,,,,,
光ファイバ部品,光コンバイナ/スプリッタ,ポンプコンバイナ,Optizone Technology Limited,偏波保持アイソレータコンバイナ / スプリッタ,,,https://www.sevensix.co.jp/products/pmic_splitter_optizone/,,,,,,,,,,,,,
光ファイバ部品,光コンバイナ/スプリッタ,ポンプコンバイナ,Optizone Technology Limited,マルチモードポンプコンバイナ,,,https://www.sevensix.co.jp/products/mpc_optizone/,,,,,,,,,,,,,
光ファイバ部品,光コンバイナ/スプリッタ,ポンプコンバイナ,ITF Technologies Inc.,ハイパワーポンプコンバイナ 波長: 800 ~ 1000nm ポート数: 3x1 / 4x1 / 7x1 / 19x1 / 31x1,,,https://www.sevensix.co.jp/products/hppc_itf/,800–1000 nm,,,,,,,,,,,,
光ファイバ部品,光コンバイナ/スプリッタ,ポンプコンバイナ,ITF Technologies Inc.,ハイパワーポンプ / シグナルコンバイナ,,,https://www.sevensix.co.jp/products/hpp_sc_iitf/,,,,,,,,,,,,,
光ファイバ部品,光コンバイナ/スプリッタ,ポンプコンバイナ,ITF Technologies Inc.,ポンプ/ シグナルコンバイナ,,,https://www.sevensix.co.jp/products/p_sc_itf/,,,,,,,,,,,,,
光ファイバ部品,光コンバイナ/スプリッタ,ポンプコンバイナ,ITF Technologies Inc.,ハイパワーコンバイナ,,,https://www.sevensix.co.jp/products/hpc_itf/,,,,,,,,,,,,,
光ファイバ部品,光コンバイナ/スプリッタ,偏波ビームコンバイナ/スプリッタ,Optizone Technology Limited,偏光ビームコンバイナ/スプリッタ,,,https://www.sevensix.co.jp/products/pbc_s_optizone/,,,,,,,,,,,,,
光ファイバ部品,その他光ファイバ部品,ポンプLDプロテクタ,Optizone Technology Limited,マルチモードポンプLDプロテクタ,,,https://www.sevensix.co.jp/products/mp_ldp_optizone/,,,,,,,,,,,,,
光ファイバ部品,その他光ファイバ部品,クラッディングパワーストリッパ,Optizone Technology Limited,クラッドポンプストリッパー,,,https://www.sevensix.co.jp/products/cps_optizone/,,,,,,,,,,,,,
光ファイバ部品,その他光ファイバ部品,クラッディングパワーストリッパ,ITF Technologies Inc.,ファイバーレーザー / アンプ 用 コンポーネント,,,https://www.sevensix.co.jp/products/fl_ac_itf/,,,,,,,,,,,,,
光ファイバ部品,その他光ファイバ部品,インラインポラライザ,Optizone Technology Limited,インラインポラライザ,,,https://www.sevensix.co.jp/products/ip_optizone/,,,,,,,,,,,,,
光ファイバ部品,その他光ファイバ部品,ファイバーミラー,Optizone Technology Limited,ファイバーミラー,,,https://www.sevensix.co.jp/products/fiberm_optizone/,,,,,,,,,,,,,
光ファイバ部品,その他光ファイバ部品,ファラデーミラー,Optizone Technology Limited,ファラデーミラー,,,https://www.sevensix.co.jp/products/fm_optizone/,,,,,,,,,,,,,
光ファイバ部品,その他光ファイバ部品,ファラデーミラー,Optizone Technology Limited,インラインファラデーローテータ,,,https://www.sevensix.co.jp/products/fr_optizone/,,,,,,,,,,,,,
光ファイバ部品,その他光ファイバ部品,偏波コントローラ,KS Photonics Inc.,全ファイバ型 偏波コントローラ 単一パドル型 / 3パドル型,,,https://www.sevensix.co.jp/products/aftpc_spt_3pt_ksp/,,,,,,,,,,,,,
光ファイバ部品,その他光ファイバ部品,偏波コントローラ,Agiltron Inc.,高速偏波スクランブラ,,,https://www.sevensix.co.jp/products/fps_agilitron/,,,,,,,,,,,,,
光ファイバ部品,その他光ファイバ部品,VOA（光可変減衰器）,Agiltron Inc.,フリースペース MEMS型 VOA,,,https://www.sevensix.co.jp/products/fs_mems_voa_agilitron/,,,,,,,,,,,,,
光ファイバ部品,その他光ファイバ部品,VOA（光可変減衰器）,Agiltron Inc.,ソリッドステート型 ハイパワーVOA,,,https://www.sevensix.co.jp/products/ssthp_voa_agilitron/,,,,,,,,,,,,,
光ファイバ部品,その他光ファイバ部品,VOA（光可変減衰器）,Dicon Fiberoptics Inc.,MEMS型プログラマブル マルチモードVOA,,,https://www.sevensix.co.jp/products/mems_pm_voa_dicon/,,,,,,,,,,,,,
光ファイバ部品,その他光ファイバ部品,VOA（光可変減衰器）,Optizone Technology Limited,スクリュー型 VOA,,,https://www.sevensix.co.jp/products/st_voa_optizone/,,,,,,,,,,,,,
光ファイバ部品,その他光ファイバ部品,VOA（光可変減衰器）,Agiltron Inc.,MEMS型 通信帯域シングルモード VOA,,,https://www.sevensix.co.jp/products/mems_cbsm_voa_agilitron/,,,,,,,,,,,,,
光ファイバ部品,その他光ファイバ部品,VOA（光可変減衰器）,Dicon Fiberoptics Inc.,MEMS型 ラックマウント シングルモードVOA,,,https://www.sevensix.co.jp/products/mems_rmsm_voa_dicon/,,,,,,,,,,,,,
光ファイバ部品,その他光ファイバ部品,VOA（光可変減衰器）,Agiltron Inc.,MEMS型 VOA アレイ,,,https://www.sevensix.co.jp/products/mems_voa_a_agilitron/,,,,,,,,,,,,,
光ファイバ部品,その他光ファイバ部品,VOA（光可変減衰器）,Agiltron Inc.,OCT向け 超小型ファイバープローブ,,,https://www.sevensix.co.jp/products/oct%e5%90%91%e3%81%91-%e8%b6%85%e5%b0%8f%e5%9e%8b%e3%83%95%e3%82%a1%e3%82%a4%e3%83%90%e3%83%bc%e3%83%97%e3%83%ad%e3%83%bc%e3%83%96-agiltron/,,,,,,,,,,,,,
光ファイバ部品,その他光ファイバ部品,VOA（光可変減衰器）,Optizone Technology Limited,偏波保持ファイバーフォーカサー,,,https://www.sevensix.co.jp/products/%e5%81%8f%e6%b3%a2%e4%bf%9d%e6%8c%81%e3%83%95%e3%82%a1%e3%82%a4%e3%83%90%e3%83%bc%e3%83%95%e3%82%a9%e3%83%bc%e3%82%ab%e3%82%b5%e3%83%bc-%e6%b3%a2%e9%95%b7-1064nm-optizone/,,,,,,,,,,,,,
光ファイバ部品,その他光ファイバ部品,VOA（光可変減衰器）,Optizone Technology Limited,バンドパスフィルタ,,,https://www.sevensix.co.jp/products/%e3%83%90%e3%83%b3%e3%83%89%e3%83%91%e3%82%b9%e3%83%95%e3%82%a3%e3%83%ab%e3%82%bf-%e6%b3%a2%e9%95%b7-1064-1565nm-optizone/,,,,,,,,,,,,,
光ファイバ部品,その他光ファイバ部品,VOA（光可変減衰器）,Phoenix Photonics Ltd.,フォトニックランタン マルチプレクサ/デマルチプレクサ,,,https://www.sevensix.co.jp/products/%e3%83%95%e3%82%a9%e3%83%88%e3%83%8b%e3%83%83%e3%82%af%e3%83%a9%e3%83%b3%e3%82%bf%e3%83%b3-%e3%83%9e%e3%83%ab%e3%83%81%e3%83%97%e3%83%ac%e3%82%af%e3%82%b5-%e3%83%87%e3%83%9e%e3%83%ab%e3%83%81%e3%83%97/,,,,,,,,,,,,,
光ファイバ部品,その他光ファイバ部品,VOA（光可変減衰器）,KS Photonics Inc.,通信帯 モード分割マルチプレクサ/デマルチプレクサ,,,https://www.sevensix.co.jp/products/%e2%80%bbks-photonics%e2%80%bb%e3%80%80%e9%80%9a%e4%bf%a1%e5%b8%af-%e3%83%a2%e3%83%bc%e3%83%89%e5%88%86%e5%89%b2%e3%83%9e%e3%83%ab%e3%83%81%e3%83%97%e3%83%ac%e3%82%af%e3%82%b5-%e3%83%87%e3%83%9e//,,,,,,,,,,,,,
光ファイバ部品,その他光ファイバ部品,VOA（光可変減衰器）,Phoenix Photonics Ltd.,フューモードファイバLP11モードストリッパ,,,https://www.sevensix.co.jp/products/%e3%83%95%e3%83%a5%e3%83%bc%e3%83%a2%e3%83%bc%e3%83%89%e3%83%95%e3%82%a1%e3%82%a4%e3%83%90lp11%e3%83%a2%e3%83%bc%e3%83%89%e3%82%b9%e3%83%88%e3%83%aa%e3%83%83%e3%83%91-%e2%9d%98-phoenix-photonics/,,,,,,,,,,,,,
光ファイバ部品,その他光ファイバ部品,VOA（光可変減衰器）,Phoenix Photonics Ltd.,調整機能付きモード変換器,,,https://www.sevensix.co.jp/products/%e8%aa%bf%e6%95%b4%e6%a9%9f%e8%83%bd%e4%bb%98%e3%81%8d%e3%83%a2%e3%83%bc%e3%83%89%e5%a4%89%e6%8f%9b%e5%99%a8-%e2%9d%98-phoenix/,,,,,,,,,,,,,
光ファイバ部品,その他光ファイバ部品,VOA（光可変減衰器）,Phoenix Photonics Ltd.,ファイバモードコンバータ,,,https://www.sevensix.co.jp/products/%e3%83%95%e3%82%a1%e3%82%a4%e3%83%90%e3%83%a2%e3%83%bc%e3%83%89%e3%82%b3%e3%83%b3%e3%83%90%e3%83%bc%e3%82%bf-%e2%9d%98-phoenix-photonics/,,,,,,,,,,,,,
光ファイバ部品,その他光ファイバ部品,VOA（光可変減衰器）,Phoenix Photonics Ltd.,メカニカルモードストリッパー,,,https://www.sevensix.co.jp/products/%e3%83%a1%e3%82%ab%e3%83%8b%e3%82%ab%e3%83%ab%e3%83%a2%e3%83%bc%e3%83%89%e3%82%b9%e3%83%88%e3%83%aa%e3%83%83%e3%83%91%e3%83%bc-%e2%9d%98-phoenix-photonics/,,,,,,,,,,,,,
光ファイバ部品,その他光ファイバ部品,VOA（光可変減衰器）,KS Photonics Inc.,多モード研究用 長周期グレーティング TLPG,,,https://www.sevensix.co.jp/products/%e2%80%bbks-photonics%e2%80%bb%e3%80%80%e5%a4%9a%e3%83%a2%e3%83%bc%e3%83%89%e7%a0%94%e7%a9%b6%e7%94%a8-%e9%95%b7%e5%91%a8%e6%9c%9f%e3%82%b0%e3%83%ac%e3%83%bc%e3%83%86%e3%82%a3%e3%83%b3%e3%82%b0/,,,,,,,,,,,,,
光計測器,光スペクトラムアナライザ,,メーカ：Coherent (旧 II-VI),C+L-band 高分解能 光スペクトラム・アナライザ『WaveAnalyzer 400A』,,,https://www.sevensix.co.jp/products/waveanalyzer-400a/,,,,,,,,,,,,,あり
光計測器,光スペクトラムアナライザ,,Coherent (旧 II-VI),超高波長精度 光スペクトラムアナライザ『WaveAnalyzer 1500B』,,,https://www.sevensix.co.jp/products/1500b_coherent/,,,,,,,,,,,,,あり
光計測器,光スペクトラムアナライザ,,Coherent (旧 II-VI),高性能光スペクトラムアナライザ : WaveAnalyzer,,,https://www.sevensix.co.jp/products/wa100s1500s_coherent/,,,,,,,,,,,,,あり
光計測器,光スペクトラムアナライザ,,Coherent (旧 II-VI),ポータブル高分解能光スペクトラムアナライザ : WaveAnalyzer『200B/200A』,,,https://www.sevensix.co.jp/products/waveanalyzer_200a/,,,,,,,,,,,,,
光計測器,光スペクトラムアナライザ,,EXFO,CWDM/DWDMネットワーク用光スペクトラムアナライザ『FTBx-5235』,,,https://www.sevensix.co.jp/products/ftbx5235_exfo/,,,,,,,,,,,,,
光計測器,光スペクトラムアナライザ,,SYCATUS株式会社,超高精度 光周波数雑音/線幅アナライザ『A0040A』,,,https://www.sevensix.co.jp/products/a0040a_sycatus/,,,,,,,,,,,,,
光計測器,BERT,BERT,EXFO,光トランシーバテスター『MA-4000』,,,https://www.sevensix.co.jp/products/ma4000_exfo/,,,,,,,,,,,,,
光計測器,BERT,BERT,EXFO,ビットエラーレートテスター(BERT)『BA-4000』,,,https://www.sevensix.co.jp/products/ba4000_exfo/,,,,,,,,,,,,,
光計測器,BERT,CDR,EXFO,クロックデータリカバリ(CDR)『CD-4000』,,,https://www.sevensix.co.jp/products/cd4000_exfo/,,,,,,,,,,,,,
光計測器,BERT,サンプリング・オシロスコープ,EXFO,超高速サンプリング・オシロスコープ『EA-4000,,,https://www.sevensix.co.jp/products/ea4000_exfo/,,,,,,,,,,,,,
光計測器,その他,,EXFO,OPAL-SD：フォトニック集積回路 (PIC) 向けシングルダイ自動プローブステーション,,,https://www.sevensix.co.jp/products/opal-sd_exfo/,,,,,,,,,,,,,
光計測器,その他,,EXFO,OPAL-EC：フォトニック集積回路 (PIC) 向けエッジカップリング自動プローブステーション,,,https://www.sevensix.co.jp/products/opal-ec_exfo/,,,,,,,,,,,,,
光計測器,その他,,EXFO,OPAL-MD：フォトニック集積回路 (PIC) 向け自動プローブステーション​,,,https://www.sevensix.co.jp/products/opal-md_exfo/,,,,,,,,,,,,,
光計測器,その他,,EXFO,PIC(光集積回路)テストソリューション,,,https://www.sevensix.co.jp/products/exfo_pic-test-system/,,,,,,,,,,,,,
光計測器,その他,,EXFO,800GbEネットワークテスター『FTBx-888xx』シリーズ,,,https://www.sevensix.co.jp/products/ftbx-8880x_exfo/,,,,,,,,,,,,,
光計測器,その他,,EXFO,小型多ポート400GbEネットワークテスター 『FTBx-8848x』シリーズ,,,https://www.sevensix.co.jp/products/ftbx-8848x_exfo/,,,,,,,,,,,,,
光計測器,その他,光ファイバ心線対照器,EXFO,光ファイバ心線対照器,,,https://www.sevensix.co.jp/products/ofcd_exfo/,,,,,,,,,,,,,あり
光計測器,その他,CD/PMDアナライザ,EXFO,CD/PMDアナライザ,,,https://www.sevensix.co.jp/products/cd_pmd_exfo/,,,,,,,,,,,,,
光計測器,その他,光コンポーネント・テスタ,EXFO,光コンポーネントテスタ『CTP10』,,,https://www.sevensix.co.jp/products/ctp10_exfo/,,,,,,,,,,,,,
光計測器,その他,光コンポーネント・テスタ,EXFO,イーサネットテスター『FTBx-88460』,,,https://www.sevensix.co.jp/products/ftbx88460_exfo/,,,,,,,,,,,,,
光計測器,その他,光コンポーネント・テスタ,SYCATUS株式会社,光遅延時間測定システム,,,https://www.sevensix.co.jp/products/a0060a_sycatus/,,,,,,,,,,,,,
光計測器,その他,光コンポーネント・テスタ,SYCATUS株式会社,広帯域RIN測定システム,,,https://www.sevensix.co.jp/products/a0010a_sycatus/,,,,,,,,,,,,,
光計測器,その他,光コンポーネント・テスタ,株式会社フジクラ,ハンディOTDRシリーズ,,,https://www.sevensix.co.jp/products/ofl280-flx380_fujikura/,,,,,,,,,,,,,
光計測器,その他,光コンポーネント・テスタ,EXFO,光ファイバチェッカー『OX-1』,,,https://www.sevensix.co.jp/products/ox1_exfo/,,,,,,,,,,,,,
光計測器,その他,光コンポーネント・テスタ,EXFO,MPOケーブルチェッカー,,,https://www.sevensix.co.jp/products/connectormax_exfo/,,,,,,,,,,,,,
光計測器,その他,光コンポーネント・テスタ,セブンシックス株式会社,光学接触式温度モニター,,,https://www.sevensix.co.jp/products/temperaturemonitor_sevensix/,,,,,,,,,,,,,
光計測器,パルス波形測定器,,Amonics Ltd.,フェムト秒・ピコ秒パルスレーザ測定器,,,https://www.sevensix.co.jp/products/fpplaser_mi_amonics/,,,,,,,,,,,,,あり
光計測器,パワーメータ,,EXFO,多芯光ファイバ長/損失/極性測定器『PXM/LXM』,,,https://www.sevensix.co.jp/products/pxmlxm_exfo/,,,,,,,,,,,,,
光計測器,パワーメータ,,EXFO,光パワーメータ『PX-1』,,,https://www.sevensix.co.jp/products/px1_exfo/,,,,,,,,,,,,,
光計測器,パワーメータ,,PPI Inc.,400G/100G 光パワーメータ,,,https://www.sevensix.co.jp/products/400_100_opm_ppi/,,,,,,,,,,,,,
光計測器,パワーメータ,,PPI Inc.,MPO光パワーメータ＆光源,,,https://www.sevensix.co.jp/products/mpo_opm_ls_ppi/,,,,,,,,,,,,,
